CrashName,PartyType,Age,Sobriety,AgeGroup,Sobriety_Code,PartyType_Code
CR-0000094626,Car,0,Impairment Not Known,<18,2,3
CR-0000094629,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094632,Car,0,Impairment Not Known,<18,2,3
CR-0000094633,Car,56,Impairment Not Known,46-60,2,3
CR-0000094634,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094633,Car,0,Impairment Not Known,<18,2,3
CR-0000094629,Car,0,Impairment Not Known,<18,2,3
CR-0000094632,Car,38,Not Applicable,31-45,0,3
CR-0000094634,Car,31,Impairment Not Known,31-45,2,3
CR-0000094628,Car,28,Impairment Not Known,18-30,2,3
CR-0000094627,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094631,Car,30,Impairment Not Known,18-30,2,3
CR-0000094626,Car,23,Impairment Not Known,18-30,2,3
CR-0000094628,Motorcycle/Moped,0,Impairment Not Known,<18,2,8
CR-0000094630,Car,39,Impairment Not Known,31-45,2,3
CR-0000094627,Car,56,Impairment Not Known,46-60,2,3
CR-0000094635,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094640,Car,23,Impairment Not Known,18-30,2,3
CR-0000094640,Car,0,Impairment Not Known,<18,2,3
CR-0000094637,Car,0,Impairment Not Known,<18,2,3
CR-0000094637,Car,54,Not Applicable,46-60,0,3
CR-0000094635,Car,31,Not Applicable,31-45,0,3
CR-0000094636,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094636,Car,32,Impairment Not Known,31-45,2,3
CR-0000094643,Car,0,Impairment Not Known,<18,2,3
CR-0000094642,Car,51,Not Applicable,46-60,0,3
CR-0000094643,Car,23,Not Applicable,18-30,0,3
CR-0000094649,Car,61,Not Applicable,60+,0,3
CR-0000094656,Car,0,Impairment Not Known,<18,2,3
CR-0000094651,Car,36,Impairment Not Known,31-45,2,3
CR-0000094642,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094646,Car,30,Impairment Not Known,18-30,2,3
CR-0000094652,Car,33,Not Applicable,31-45,0,3
CR-0000094646,Car,0,Impairment Not Known,<18,2,3
CR-0000094656,Car,29,Impairment Not Known,18-30,2,3
CR-0000094647,Car,32,Not Applicable,31-45,0,3
CR-0000094654,Car,49,Impairment Not Known,46-60,2,3
CR-0000094651,Car,58,Impairment Not Known,46-60,2,3
CR-0000094653,Car,0,Impairment Not Known,<18,2,3
CR-0000094657,Car,0,Impairment Not Known,<18,2,3
CR-0000094645,Car,55,Impairment Not Known,46-60,2,3
CR-0000094641,Car,60,Not Applicable,46-60,0,3
CR-0000094652,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094645,Car,0,Impairment Not Known,<18,2,3
CR-0000094649,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094648,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094644,Car,39,Impairment Not Known,31-45,2,3
CR-0000094648,Other,0,Not Applicable,<18,0,17
CR-0000094647,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094650,Car,31,Not Applicable,31-45,0,3
CR-0000094654,Car,0,Impairment Not Known,<18,2,3
CR-0000094657,Car,41,Impairment Not Known,31-45,2,3
CR-0000094655,Car,22,Impairment Not Known,18-30,2,3
CR-0000094644,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094650,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094655,Car,0,Impairment Not Known,<18,2,3
CR-0000094641,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094653,Car,47,Impairment Not Known,46-60,2,3
CR-0000094659,Car,51,Impairment Not Known,46-60,2,3
CR-0000094659,Car,23,Impairment Not Known,18-30,2,3
CR-0000094658,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000094658,Pedestrian,47,Impairment Not Known,46-60,2,10
CR-0000094670,Car,67,Had Been Drinking - Under Influence,60+,7,3
CR-0000094687,Car,33,Impairment Not Known,31-45,2,3
CR-0000094694,Car,40,Under Drug Influence,31-45,8,3
CR-0000094684,Car,48,Had Not Been Drinking,46-60,1,3
CR-0000094691,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094686,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094678,Car,22,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094687,Car,0,Impairment Not Known,<18,2,3
CR-0000094685,Car,0,Impairment Not Known,<18,2,3
CR-0000094675,Panel Truck,0,Not Applicable,<18,0,9
CR-0000094689,Car,39,Had Been Drinking - Under Influence,31-45,7,3
CR-0000094681,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000094674,Car,30,Impairment Not Known,18-30,2,3
CR-0000094679,Bicycle,25,Impairment Not Known,18-30,2,0
CR-0000094681,Emergency Vehicle,31,Had Not Been Drinking,31-45,1,6
CR-0000094685,Car,38,Impairment Not Known,31-45,2,3
CR-0000094690,Car,0,Impairment Not Known,<18,2,3
CR-0000094680,Car,0,Impairment Not Known,<18,2,3
CR-0000094692,Panel Truck,17,Impairment Not Known,<18,2,9
CR-0000094693,Car,59,Had Not Been Drinking,46-60,1,3
CR-0000094674,Panel Truck,0,Not Applicable,<18,0,9
CR-0000094686,Car,27,Impairment Not Known,18-30,2,3
CR-0000094676,Car,0,Not Applicable,<18,0,3
CR-0000094670,Car,0,Not Applicable,<18,0,3
CR-0000094673,Car,20,Had Not Been Drinking,18-30,1,3
CR-0000094671,Car,48,Had Not Been Drinking,46-60,1,3
CR-0000094676,Car,40,Had Been Drinking - Under Influence,31-45,7,3
CR-0000094679,Car,33,Impairment Not Known,31-45,2,3
CR-0000094683,Car,17,Impairment Not Known,<18,2,3
CR-0000094672,Car,0,Impairment Not Known,<18,2,3
CR-0000094691,Car,0,Not Applicable,<18,0,3
CR-0000094673,Car,21,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094682,Car,0,Not Applicable,<18,0,3
CR-0000094677,Car,0,Not Applicable,<18,0,3
CR-0000094675,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000094694,Car,54,Not Applicable,46-60,0,3
CR-0000094672,Bicycle,48,Had Not Been Drinking,46-60,1,0
CR-0000094690,Car,0,Not Applicable,<18,0,3
CR-0000094669,Car,38,Impairment Not Known,31-45,2,3
CR-0000094675,Car,0,Not Applicable,<18,0,3
CR-0000094688,Car,0,Not Applicable,<18,0,3
CR-0000094678,Car,47,Had Not Been Drinking,46-60,1,3
CR-0000094692,Car,0,Impairment Not Known,<18,2,3
CR-0000094688,Car,30,Had Not Been Drinking,18-30,1,3
CR-0000094677,Car,21,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094680,Car,58,Had Not Been Drinking,46-60,1,3
CR-0000094683,Car,39,Had Not Been Drinking,31-45,1,3
CR-0000094684,Car,0,Impairment Not Known,<18,2,3
CR-0000094682,Car,0,Impairment Not Known,<18,2,3
CR-0000094683,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000094671,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000094714,Car,0,Impairment Not Known,<18,2,3
CR-0000094713,Car,0,Not Applicable,<18,0,3
CR-0000094708,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000094702,Car,28,Had Not Been Drinking,18-30,1,3
CR-0000094714,Car,29,Impairment Not Known,18-30,2,3
CR-0000094697,Car,0,Not Applicable,<18,0,3
CR-0000094704,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094712,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000094711,Car,0,Not Applicable,<18,0,3
CR-0000094713,Motorcycle/Moped,24,Had Been Drinking - Not Under Influence,18-30,5,8
CR-0000094704,Car,0,Not Applicable,<18,0,3
CR-0000094700,Panel Truck,0,Not Applicable,<18,0,9
CR-0000094700,Car,0,Had Been Drinking - Impairment Unknown,<18,6,3
CR-0000094695,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094711,Car,31,Had Been Drinking - Under Influence,31-45,7,3
CR-0000094698,Bicycle,0,Impairment Not Known,<18,2,0
CR-0000094707,Motorcycle/Moped,35,Had Not Been Drinking,31-45,1,8
CR-0000094702,Car,22,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094699,Car,22,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094701,Car,0,Not Applicable,<18,0,3
CR-0000094703,Emergency Vehicle,25,Had Not Been Drinking,18-30,1,6
CR-0000094710,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000094710,Emergency Vehicle,0,Had Not Been Drinking,<18,1,6
CR-0000094696,Pedestrian,0,Impairment Not Known,<18,2,10
CR-0000094712,Emergency Vehicle,0,Had Not Been Drinking,<18,1,6
CR-0000094698,Car,30,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094715,Car,53,Had Not Been Drinking,46-60,1,3
CR-0000094715,Car,0,Impairment Not Known,<18,2,3
CR-0000094697,Car,0,Not Applicable,<18,0,3
CR-0000094701,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094699,Car,0,Not Applicable,<18,0,3
CR-0000094708,Pedestrian,57,Had Not Been Drinking,46-60,1,10
CR-0000094711,Car,0,Not Applicable,<18,0,3
CR-0000094709,Emergency Vehicle,0,Had Not Been Drinking,<18,1,6
CR-0000094706,Car,0,Impairment Not Known,<18,2,3
CR-0000094695,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000094707,Car,0,Not Applicable,<18,0,3
CR-0000094706,Car,60,Had Not Been Drinking,46-60,1,3
CR-0000094704,Car,0,Not Applicable,<18,0,3
CR-0000094696,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094703,Emergency Vehicle,30,Had Not Been Drinking,18-30,1,6
CR-0000094709,Scooter Motorized,35,Had Not Been Drinking,31-45,1,11
CR-0000094697,Car,50,Had Been Drinking - Under Influence,46-60,7,3
CR-0000094718,Panel Truck,63,Had Not Been Drinking,60+,1,9
CR-0000094716,Car,0,Impairment Not Known,<18,2,3
CR-0000094717,Panel Truck,38,Had Been Drinking - Under Influence,31-45,7,9
CR-0000094718,Car,66,Impairment Not Known,60+,2,3
CR-0000094720,Car,55,Impairment Not Known,46-60,2,3
CR-0000094719,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094719,Car,31,Not Applicable,31-45,0,3
CR-0000094720,Car,69,Impairment Not Known,60+,2,3
CR-0000094723,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094722,Car,0,Impairment Not Known,<18,2,3
CR-0000094725,Car,23,Impairment Not Known,18-30,2,3
CR-0000094725,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094727,Car,0,Impairment Not Known,<18,2,3
CR-0000094726,Car,25,Impairment Not Known,18-30,2,3
CR-0000094726,Car,0,Impairment Not Known,<18,2,3
CR-0000094727,Car,0,Impairment Not Known,<18,2,3
CR-0000094724,Car,38,Impairment Not Known,31-45,2,3
CR-0000094724,Car,0,Impairment Not Known,<18,2,3
CR-0000094721,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094722,Car,34,Impairment Not Known,31-45,2,3
CR-0000094723,Car,35,Impairment Not Known,31-45,2,3
CR-0000094734,Car,48,Had Not Been Drinking,46-60,1,3
CR-0000094772,Car,50,Had Not Been Drinking,46-60,1,3
CR-0000094744,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094765,Car,0,Impairment Not Known,<18,2,3
CR-0000094785,Car,67,Impairment Not Known,60+,2,3
CR-0000094774,Car,30,Had Not Been Drinking,18-30,1,3
CR-0000094741,Car,81,Had Not Been Drinking,60+,1,3
CR-0000094779,Bicycle,14,Had Not Been Drinking,<18,1,0
CR-0000094792,Car,37,Impairment Not Known,31-45,2,3
CR-0000094764,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000094788,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000094781,Car,0,Had Not Been Drinking,<18,1,3
CR-0000094787,Car,27,Impairment Not Known,18-30,2,3
CR-0000094789,Car,27,Impairment Not Known,18-30,2,3
CR-0000094774,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000094768,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000094743,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000094745,Car,33,Impairment Not Known,31-45,2,3
CR-0000094742,Car,19,Had Been Drinking - Not Under Influence,18-30,5,3
CR-0000094752,Car,28,Impairment Not Known,18-30,2,3
CR-0000094769,Car,0,Impairment Not Known,<18,2,3
CR-0000094778,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000094788,Car,57,Had Not Been Drinking,46-60,1,3
CR-0000094732,Bicycle,44,Impairment Not Known,31-45,2,0
CR-0000094749,Car,0,Not Applicable,<18,0,3
CR-0000094782,Car,0,Impairment Not Known,<18,2,3
CR-0000094751,Bicycle,46,Had Not Been Drinking,46-60,1,0
CR-0000094790,Car,49,Impairment Not Known,46-60,2,3
CR-0000094778,Car,0,Impairment Not Known,<18,2,3
CR-0000094755,Car,57,Had Not Been Drinking,46-60,1,3
CR-0000094781,Car,0,Had Not Been Drinking,<18,1,3
CR-0000094752,Pedestrian,32,Impairment Not Known,31-45,2,10
CR-0000094756,Car,60,Impairment Not Known,46-60,2,3
CR-0000094760,Car,0,Not Applicable,<18,0,3
CR-0000094773,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094767,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094750,Car,51,Impairment Not Known,46-60,2,3
CR-0000094786,Car,28,Had Not Been Drinking,18-30,1,3
CR-0000094743,Car,18,Had Not Been Drinking,<18,1,3
CR-0000094733,Car,31,Impairment Not Known,31-45,2,3
CR-0000094773,Car,28,Impairment Not Known,18-30,2,3
CR-0000094761,Train,43,Had Not Been Drinking,31-45,1,15
CR-0000094764,Car,48,Had Not Been Drinking,46-60,1,3
CR-0000094770,Pedestrian,86,Impairment Not Known,60+,2,10
CR-0000094746,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094760,Unknown,0,Not Applicable,<18,0,18
CR-0000094759,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000094786,Car,0,Had Been Drinking - Under Influence,<18,7,3
CR-0000094763,Car,27,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094757,Car,29,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094749,Car,0,Not Applicable,<18,0,3
CR-0000094794,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094790,Car,21,Impairment Not Known,18-30,2,3
CR-0000094771,Panel Truck,64,Impairment Not Known,60+,2,9
CR-0000094777,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094760,Car,0,Not Applicable,<18,0,3
CR-0000094728,Car,0,Not Applicable,<18,0,3
CR-0000094761,Car,55,Had Not Been Drinking,46-60,1,3
CR-0000094772,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000094729,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000094755,Pedestrian,26,Impairment Not Known,18-30,2,10
CR-0000094760,Car,0,Not Applicable,<18,0,3
CR-0000094748,Car,16,Impairment Not Known,<18,2,3
CR-0000094732,Car,27,Impairment Not Known,18-30,2,3
CR-0000094735,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000094794,Car,0,Not Applicable,<18,0,3
CR-0000094739,Panel Truck,33,Under Drug Influence,31-45,8,9
CR-0000094758,Semi Truck,0,Impairment Not Known,<18,2,13
CR-0000094779,Car,57,Had Not Been Drinking,46-60,1,3
CR-0000094731,Car,21,Impairment Not Known,18-30,2,3
CR-0000094762,Car,19,Impairment Not Known,18-30,2,3
CR-0000094767,Car,54,Had Not Been Drinking,46-60,1,3
CR-0000094733,Car,28,Impairment Physical,18-30,3,3
CR-0000094742,Car,54,Had Been Drinking - Not Under Influence,46-60,5,3
CR-0000094740,Car,75,Impairment Not Known,60+,2,3
CR-0000094768,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000094770,Car,53,Impairment Not Known,46-60,2,3
CR-0000094756,Panel Truck,26,Had Not Been Drinking,18-30,1,9
CR-0000094751,Car,0,Impairment Not Known,<18,2,3
CR-0000094744,Panel Truck,0,Not Applicable,<18,0,9
CR-0000094786,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000094763,Car,27,Not Applicable,18-30,0,3
CR-0000094757,Car,0,Not Applicable,<18,0,3
CR-0000094750,Car,19,Impairment Not Known,18-30,2,3
CR-0000094784,Car,48,Had Been Drinking - Under Influence,46-60,7,3
CR-0000094747,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000094753,Car,21,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094728,Car,0,Not Applicable,<18,0,3
CR-0000094729,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000094766,Motorcycle/Moped,26,Had Not Been Drinking,18-30,1,8
CR-0000094784,Car,0,Not Applicable,<18,0,3
CR-0000094785,Car,89,Impairment Not Known,60+,2,3
CR-0000094728,Car,0,Impairment Not Known,<18,2,3
CR-0000094776,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000094741,Bicycle,28,Impairment Not Known,18-30,2,0
CR-0000094782,Car,59,Not Applicable,46-60,0,3
CR-0000094740,Car,72,Impairment Not Known,60+,2,3
CR-0000094791,Car,43,Impairment Not Known,31-45,2,3
CR-0000094789,Panel Truck,61,Had Not Been Drinking,60+,1,9
CR-0000094754,Car,0,Not Applicable,<18,0,3
CR-0000094788,Car,47,Had Not Been Drinking,46-60,1,3
CR-0000094749,Car,0,Impairment Not Known,<18,2,3
CR-0000094763,Car,20,Not Applicable,18-30,0,3
CR-0000094746,Car,54,Impairment Not Known,46-60,2,3
CR-0000094792,Car,0,Impairment Not Known,<18,2,3
CR-0000094791,Car,73,Impairment Not Known,60+,2,3
CR-0000094734,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000094763,Car,33,Not Applicable,31-45,0,3
CR-0000094754,Car,0,Impairment Not Known,<18,2,3
CR-0000094783,Car,22,Impairment Not Known,18-30,2,3
CR-0000094760,Car,0,Not Applicable,<18,0,3
CR-0000094775,Car,55,Had Not Been Drinking,46-60,1,3
CR-0000094745,Car,52,Impairment Not Known,46-60,2,3
CR-0000094730,Bicycle,41,Had Not Been Drinking,31-45,1,0
CR-0000094762,Car,62,Impairment Not Known,60+,2,3
CR-0000094730,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000094775,Bus - Other,53,Had Not Been Drinking,46-60,1,1
CR-0000094781,Car,52,Had Not Been Drinking,46-60,1,3
CR-0000094793,Car,19,Impairment Not Known,18-30,2,3
CR-0000094776,Motorcycle/Moped,0,Had Not Been Drinking,<18,1,8
CR-0000094735,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000094760,Car,39,Had Been Drinking - Under Influence,31-45,7,3
CR-0000094747,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000094777,Panel Truck,42,Impairment Not Known,31-45,2,9
CR-0000094759,Car,57,Had Not Been Drinking,46-60,1,3
CR-0000094780,Panel Truck,26,Impairment Not Known,18-30,2,9
CR-0000094766,Panel Truck,0,Not Applicable,<18,0,9
CR-0000094780,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000094731,Motorcycle/Moped,25,Impairment Not Known,18-30,2,8
CR-0000094748,Bicycle,84,Impairment Not Known,60+,2,0
CR-0000094809,Panel Truck,44,Had Not Been Drinking,31-45,1,9
CR-0000094797,Car,0,Not Applicable,<18,0,3
CR-0000094813,Car,0,Impairment Not Known,<18,2,3
CR-0000094801,Car,19,Impairment Not Known,18-30,2,3
CR-0000094798,Car,58,Impairment Not Known,46-60,2,3
CR-0000094805,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000094805,Car,51,Impairment Not Known,46-60,2,3
CR-0000094802,Motorcycle/Moped,26,Had Not Been Drinking,18-30,1,8
CR-0000094815,Car,66,Impairment Not Known,60+,2,3
CR-0000094812,Car,62,Impairment Not Known,60+,2,3
CR-0000094799,Car,0,Not Applicable,<18,0,3
CR-0000094801,Car,58,Impairment Not Known,46-60,2,3
CR-0000094797,Panel Truck,61,Impairment Not Known,60+,2,9
CR-0000094812,Car,0,Impairment Not Known,<18,2,3
CR-0000094807,Car,52,Impairment Not Known,46-60,2,3
CR-0000094809,Bicycle,41,Had Not Been Drinking,31-45,1,0
CR-0000094818,Car,39,Not Applicable,31-45,0,3
CR-0000094798,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094810,Car,61,Impairment Not Known,60+,2,3
CR-0000094799,Unknown,0,Had Been Drinking - Impairment Unknown,<18,6,18
CR-0000094803,Car,79,Had Not Been Drinking,60+,1,3
CR-0000094796,Car,0,Impairment Not Known,<18,2,3
CR-0000094804,Bicycle,14,Had Not Been Drinking,<18,1,0
CR-0000094800,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000094807,Car,41,Impairment Not Known,31-45,2,3
CR-0000094800,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000094800,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000094811,Car,56,Impairment Not Known,46-60,2,3
CR-0000094799,Car,0,Not Applicable,<18,0,3
CR-0000094808,Panel Truck,46,Had Not Been Drinking,46-60,1,9
CR-0000094811,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094796,Car,29,Impairment Not Known,18-30,2,3
CR-0000094817,Panel Truck,27,Impairment Not Known,18-30,2,9
CR-0000094814,Car,35,Impairment Not Known,31-45,2,3
CR-0000094817,Car,19,Impairment Not Known,18-30,2,3
CR-0000094800,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000094813,Car,36,Impairment Not Known,31-45,2,3
CR-0000094810,Car,31,Impairment Not Known,31-45,2,3
CR-0000094818,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094808,Car,50,Had Not Been Drinking,46-60,1,3
CR-0000094795,Car,39,Not Applicable,31-45,0,3
CR-0000094806,Car,40,Had Not Been Drinking,31-45,1,3
CR-0000094815,Car,79,Impairment Not Known,60+,2,3
CR-0000094816,Car,0,Impairment Not Known,<18,2,3
CR-0000094795,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094806,Car,66,Had Not Been Drinking,60+,1,3
CR-0000094816,Car,31,Impairment Not Known,31-45,2,3
CR-0000094804,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000094803,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000094814,Car,0,Impairment Not Known,<18,2,3
CR-0000094797,Car,29,Impairment Not Known,18-30,2,3
CR-0000094855,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000094858,Car,0,Impairment Not Known,<18,2,3
CR-0000094851,Car,63,Impairment Not Known,60+,2,3
CR-0000094830,Panel Truck,43,Had Not Been Drinking,31-45,1,9
CR-0000094847,Car,0,Impairment Not Known,<18,2,3
CR-0000094856,Car,30,Impairment Not Known,18-30,2,3
CR-0000094849,Car,68,Had Not Been Drinking,60+,1,3
CR-0000094836,Car,53,Had Not Been Drinking,46-60,1,3
CR-0000094851,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094842,Car,61,Had Not Been Drinking,60+,1,3
CR-0000094827,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000094823,Car,86,Impairment Not Known,60+,2,3
CR-0000094846,Car,50,Had Not Been Drinking,46-60,1,3
CR-0000094840,Car,34,Impairment Not Known,31-45,2,3
CR-0000094837,Car,0,Impairment Not Known,<18,2,3
CR-0000094846,Panel Truck,39,Had Not Been Drinking,31-45,1,9
CR-0000094852,Car,77,Impairment Not Known,60+,2,3
CR-0000094839,Car,29,Impairment Not Known,18-30,2,3
CR-0000094854,Car,57,Had Not Been Drinking,46-60,1,3
CR-0000094830,Car,83,Had Not Been Drinking,60+,1,3
CR-0000094855,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000094849,Pedestrian,67,Had Not Been Drinking,60+,1,10
CR-0000094839,Car,58,Impairment Not Known,46-60,2,3
CR-0000094828,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000094836,Bicycle,34,Had Not Been Drinking,31-45,1,0
CR-0000094822,Motorcycle/Moped,64,Had Not Been Drinking,60+,1,8
CR-0000094852,Car,43,Impairment Not Known,31-45,2,3
CR-0000094833,Car,0,Impairment Not Known,<18,2,3
CR-0000094840,Car,57,Impairment Not Known,46-60,2,3
CR-0000094858,Car,47,Impairment Not Known,46-60,2,3
CR-0000094829,Car,24,Had Not Been Drinking,18-30,1,3
CR-0000094829,Car,31,Impairment Not Known,31-45,2,3
CR-0000094826,Motorcycle/Moped,27,Had Not Been Drinking,18-30,1,8
CR-0000094822,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000094821,Car,77,Had Been Drinking - Impairment Unknown,60+,6,3
CR-0000094844,Car,62,Had Not Been Drinking,60+,1,3
CR-0000094834,Car,0,Not Applicable,<18,0,3
CR-0000094833,Car,40,Had Not Been Drinking,31-45,1,3
CR-0000094821,Pedestrian,50,Had Been Drinking - Impairment Unknown,46-60,6,10
CR-0000094835,Panel Truck,75,Had Not Been Drinking,60+,1,9
CR-0000094834,Car,48,Had Not Been Drinking,46-60,1,3
CR-0000094850,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000094837,Car,28,Impairment Not Known,18-30,2,3
CR-0000094820,Car,49,Had Been Drinking - Impairment Unknown,46-60,6,3
CR-0000094828,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000094844,Car,0,Not Applicable,<18,0,3
CR-0000094843,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094842,Car,0,Not Applicable,<18,0,3
CR-0000094843,Car,26,Impairment Not Known,18-30,2,3
CR-0000094853,Unknown,32,Impairment Not Known,31-45,2,18
CR-0000094825,Car,17,Had Not Been Drinking,<18,1,3
CR-0000094847,Panel Truck,50,Impairment Not Known,46-60,2,9
CR-0000094820,Bicycle,49,Had Been Drinking - Impairment Unknown,46-60,6,0
CR-0000094841,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094853,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094838,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000094831,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094845,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094856,Car,0,Impairment Not Known,<18,2,3
CR-0000094827,Car,73,Had Not Been Drinking,60+,1,3
CR-0000094826,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000094835,Car,64,Had Not Been Drinking,60+,1,3
CR-0000094850,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000094850,Panel Truck,52,Had Not Been Drinking,46-60,1,9
CR-0000094824,Car,33,Had Not Been Drinking,31-45,1,3
CR-0000094842,Car,0,Not Applicable,<18,0,3
CR-0000094825,Car,64,Had Not Been Drinking,60+,1,3
CR-0000094854,Car,72,Had Not Been Drinking,60+,1,3
CR-0000094831,Car,20,Impairment Not Known,18-30,2,3
CR-0000094857,Car,26,Impairment Not Known,18-30,2,3
CR-0000094832,Car,86,Had Not Been Drinking,60+,1,3
CR-0000094857,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094823,Car,35,Impairment Not Known,31-45,2,3
CR-0000094832,Car,55,Had Not Been Drinking,46-60,1,3
CR-0000094824,Car,57,Had Not Been Drinking,46-60,1,3
CR-0000094845,Car,25,Impairment Not Known,18-30,2,3
CR-0000094841,Car,41,Not Applicable,31-45,0,3
CR-0000094866,Car,59,Had Not Been Drinking,46-60,1,3
CR-0000094870,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094860,Car,0,Had Not Been Drinking,<18,1,3
CR-0000094867,Car,0,Not Applicable,<18,0,3
CR-0000094864,Car,46,Not Applicable,46-60,0,3
CR-0000094870,Car,32,Impairment Not Known,31-45,2,3
CR-0000094861,Car,19,Impairment Not Known,18-30,2,3
CR-0000094873,Car,56,Impairment Not Known,46-60,2,3
CR-0000094863,Car,78,Impairment Not Known,60+,2,3
CR-0000094864,Car,42,Had Been Drinking - Under Influence,31-45,7,3
CR-0000094865,Car,0,Impairment Not Known,<18,2,3
CR-0000094862,Unknown,0,Impairment Not Known,<18,2,18
